taxonomy,EvenMock_r1,EvenMock_r2,EvenMock_r3,f0_b0_b_p1_r1,f0_b0_b_p2_r1,f0_b0_b_p3_r1,f0_b0_b_p4_r1,f0_b0_b_p5_r1,f0_b0_b_p6_r1,f0_b0_f_p1_r1,f0_b0_f_p2_r1,f0_b0_f_p3_r1,f0_b0_f_p4_r1,f0_b0_f_p5_r1,f0_b0_f_p6_r1,f0_b100_b_p1_r1,f0_b100_b_p1_r2,f0_b100_b_p1_r3,f0_b100_b_p1_r4,f0_b100_b_p2_r1,f0_b100_b_p2_r2,f0_b100_b_p2_r3,f0_b100_b_p2_r4,f0_b100_b_p3_r1,f0_b100_b_p3_r2,f0_b100_b_p3_r3,f0_b100_b_p3_r4,f0_b100_b_p4_r1,f0_b100_b_p4_r2,f0_b100_b_p4_r3,f0_b100_b_p4_r4,f0_b100_b_p5_r1,f0_b100_b_p5_r2,f0_b100_b_p5_r3,f0_b100_b_p5_r4,f0_b100_b_p6_r1,f0_b100_b_p6_r2,f0_b100_b_p6_r3,f0_b100_b_p6_r4,f0_b100_f_p1_r1,f0_b100_f_p1_r2,f0_b100_f_p1_r3,f0_b100_f_p1_r4,f0_b100_f_p2_r1,f0_b100_f_p2_r2,f0_b100_f_p2_r3,f0_b100_f_p2_r4,f0_b100_f_p3_r1,f0_b100_f_p3_r2,f0_b100_f_p3_r3,f0_b100_f_p3_r4,f0_b100_f_p4_r1,f0_b100_f_p4_r2,f0_b100_f_p4_r3,f0_b100_f_p4_r4,f0_b100_f_p5_r1,f0_b100_f_p5_r2,f0_b100_f_p5_r3,f0_b100_f_p5_r4,f0_b100_f_p6_r1,f0_b100_f_p6_r2,f0_b100_f_p6_r3,f0_b100_f_p6_r4,f100_b0_b_p1_r1,f100_b0_b_p1_r2,f100_b0_b_p1_r3,f100_b0_b_p1_r4,f100_b0_b_p2_r1,f100_b0_b_p2_r2,f100_b0_b_p2_r3,f100_b0_b_p2_r4,f100_b0_b_p3_r1,f100_b0_b_p3_r2,f100_b0_b_p3_r3,f100_b0_b_p3_r4,f100_b0_b_p4_r1,f100_b0_b_p4_r2,f100_b0_b_p4_r3,f100_b0_b_p4_r4,f100_b0_b_p5_r1,f100_b0_b_p5_r2,f100_b0_b_p5_r3,f100_b0_b_p5_r4,f100_b0_b_p6_r1,f100_b0_b_p6_r2,f100_b0_b_p6_r3,f100_b0_b_p6_r4,f100_b0_f_p1_r1,f100_b0_f_p1_r2,f100_b0_f_p1_r3,f100_b0_f_p1_r4,f100_b0_f_p2_r1,f100_b0_f_p2_r2,f100_b0_f_p2_r3,f100_b0_f_p2_r4,f100_b0_f_p3_r1,f100_b0_f_p3_r2,f100_b0_f_p3_r3,f100_b0_f_p3_r4,f100_b0_f_p4_r1,f100_b0_f_p4_r2,f100_b0_f_p4_r3,f100_b0_f_p4_r4,f100_b0_f_p5_r1,f100_b0_f_p5_r2,f100_b0_f_p5_r3,f100_b0_f_p5_r4,f100_b0_f_p6_r1,f100_b0_f_p6_r2,f100_b0_f_p6_r3,f100_b0_f_p6_r4,f25_b75_b_p1_r1,f25_b75_b_p1_r2,f25_b75_b_p1_r3,f25_b75_b_p1_r4,f25_b75_b_p2_r1,f25_b75_b_p2_r2,f25_b75_b_p2_r3,f25_b75_b_p2_r4,f25_b75_b_p3_r1,f25_b75_b_p3_r2,f25_b75_b_p3_r3,f25_b75_b_p3_r4,f25_b75_b_p4_r1,f25_b75_b_p4_r2,f25_b75_b_p4_r3,f25_b75_b_p4_r4,f25_b75_b_p5_r1,f25_b75_b_p5_r2,f25_b75_b_p5_r3,f25_b75_b_p5_r4,f25_b75_b_p6_r1,f25_b75_b_p6_r2,f25_b75_b_p6_r3,f25_b75_b_p6_r4,f25_b75_f_p1_r1,f25_b75_f_p1_r2,f25_b75_f_p1_r3,f25_b75_f_p1_r4,f25_b75_f_p2_r1,f25_b75_f_p2_r2,f25_b75_f_p2_r3,f25_b75_f_p2_r4,f25_b75_f_p3_r1,f25_b75_f_p3_r2,f25_b75_f_p3_r3,f25_b75_f_p3_r4,f25_b75_f_p4_r1,f25_b75_f_p4_r2,f25_b75_f_p4_r3,f25_b75_f_p4_r4,f25_b75_f_p5_r1,f25_b75_f_p5_r2,f25_b75_f_p5_r3,f25_b75_f_p5_r4,f25_b75_f_p6_r1,f25_b75_f_p6_r2,f25_b75_f_p6_r3,f25_b75_f_p6_r4,f50_b50_b_p1_r1,f50_b50_b_p1_r2,f50_b50_b_p1_r3,f50_b50_b_p1_r4,f50_b50_b_p2_r1,f50_b50_b_p2_r2,f50_b50_b_p2_r3,f50_b50_b_p2_r4,f50_b50_b_p3_r1,f50_b50_b_p3_r2,f50_b50_b_p3_r3,f50_b50_b_p3_r4,f50_b50_b_p4_r1,f50_b50_b_p4_r2,f50_b50_b_p4_r3,f50_b50_b_p4_r4,f50_b50_b_p5_r1,f50_b50_b_p5_r2,f50_b50_b_p5_r3,f50_b50_b_p5_r4,f50_b50_b_p6_r1,f50_b50_b_p6_r2,f50_b50_b_p6_r3,f50_b50_b_p6_r4,f50_b50_f_p1_r1,f50_b50_f_p1_r2,f50_b50_f_p1_r3,f50_b50_f_p1_r4,f50_b50_f_p2_r1,f50_b50_f_p2_r2,f50_b50_f_p2_r3,f50_b50_f_p2_r4,f50_b50_f_p3_r1,f50_b50_f_p3_r2,f50_b50_f_p3_r3,f50_b50_f_p3_r4,f50_b50_f_p4_r1,f50_b50_f_p4_r2,f50_b50_f_p4_r3,f50_b50_f_p4_r4,f50_b50_f_p5_r1,f50_b50_f_p5_r2,f50_b50_f_p5_r3,f50_b50_f_p5_r4,f50_b50_f_p6_r1,f50_b50_f_p6_r2,f50_b50_f_p6_r3,f50_b50_f_p6_r4,f75_b25_b_p1_r1,f75_b25_b_p1_r2,f75_b25_b_p1_r3,f75_b25_b_p1_r4,f75_b25_b_p2_r1,f75_b25_b_p2_r2,f75_b25_b_p2_r3,f75_b25_b_p2_r4,f75_b25_b_p3_r1,f75_b25_b_p3_r2,f75_b25_b_p3_r3,f75_b25_b_p3_r4,f75_b25_b_p4_r1,f75_b25_b_p4_r2,f75_b25_b_p4_r3,f75_b25_b_p4_r4,f75_b25_b_p5_r1,f75_b25_b_p5_r2,f75_b25_b_p5_r3,f75_b25_b_p5_r4,f75_b25_b_p6_r1,f75_b25_b_p6_r2,f75_b25_b_p6_r3,f75_b25_b_p6_r4,f75_b25_f_p1_r1,f75_b25_f_p1_r2,f75_b25_f_p1_r3,f75_b25_f_p1_r4,f75_b25_f_p2_r1,f75_b25_f_p2_r2,f75_b25_f_p2_r3,f75_b25_f_p2_r4,f75_b25_f_p3_r1,f75_b25_f_p3_r2,f75_b25_f_p3_r3,f75_b25_f_p3_r4,f75_b25_f_p4_r1,f75_b25_f_p4_r2,f75_b25_f_p4_r3,f75_b25_f_p4_r4,f75_b25_f_p5_r1,f75_b25_f_p5_r2,f75_b25_f_p5_r3,f75_b25_f_p5_r4,f75_b25_f_p6_r1,f75_b25_f_p6_r2,f75_b25_f_p6_r3,f75_b25_f_p6_r4,FieldBlank,IGAPark,LogMock_r1,LogMock_r2,LogMock_r3,MittelmoleWarnemunde,Muhlendamm,NeptunWerft,PCRcontrol_r1,PCRcontrol_r2,PCRcontrol_r3,SABMarinaBramow,Stadthafen,TEcontrol_r1,TEcontrol_r2,TEcontrol_r3,WarnemundeStrand
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__SN8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Silanimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,2,1,0,0,0,2,0,3,0,1,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas,0,0,1,0,56,0,0,15,1,0,1,0,0,0,0,5,2,4,0,3,4,10,0,0,2,3,4,2,4,0,2,0,0,1,0,0,6,0,0,0,0,0,4,0,0,2,3,0,0,0,1,0,3,0,0,1,0,1,0,0,3,0,4,27,1,35,30,28,1,40,10,28,0,34,8,35,0,16,7,59,3,20,2,64,4,13,1,1,1,1,8,4,0,4,4,2,0,2,0,0,2,0,0,2,0,2,2,0,0,1,0,4,2,1,2,5,3,1,3,6,1,1,8,5,3,2,3,2,0,2,4,11,6,3,1,13,2,3,1,13,2,1,1,0,2,1,1,0,0,0,1,10,0,3,0,1,0,3,1,10,2,6,0,7,6,16,4,20,1,1,0,6,1,1,0,0,0,5,0,7,0,18,0,2,1,4,3,1,4,0,1,1,5,1,0,0,0,0,0,1,1,0,0,3,0,1,0,28,4,4,6,21,10,16,11,14,9,8,0,4,4,12,1,2,1,1,0,29,8,16,1,6,5,11,8,3,3,0,2,0,1,0,2,2,1,2,2,1,0,0,2,0,0,2,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Thermomonas,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Vulcaniibacterium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas,0,0,0,0,86,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__uncultured,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,3,2,0,0,3,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,29,6,20,34,24,2,33,10,17,1,8,11,21,0,9,2,28,0,20,0,41,0,17,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,7,4,0,1,2,5,2,1,3,9,3,0,3,0,1,0,1,3,8,0,0,12,0,0,0,8,3,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,1,5,2,5,0,2,3,11,2,31,1,1,0,0,6,0,0,0,0,1,0,3,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,7,6,15,16,8,3,4,4,10,1,1,1,7,0,1,1,4,0,29,5,10,0,0,12,2,7,1,2,1,3,3,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__eub62A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__pItb-vmat-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__sediment-surface35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__uncultured,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,6,0,0,2,2,3,1,3,0,1,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,5,0,13,7,7,1,15,1,9,0,11,1,15,0,8,1,20,0,10,1,25,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,6,3,0,0,0,3,0,0,1,2,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,0,5,0,1,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,1,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,1,1,0,3,1,26,0,2,5,0,0,1,2,9,0,0,0,6,0,4,1,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Proteobacteria|c__Magnetococcia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Proteobacteria|c__Magnetococcia|o__Magnetococcales,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Proteobacteria|c__Magnetococcia|o__Magnetococcales|f__Magnetococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Proteobacteria|c__Magnetococcia|o__Magnetococcales|f__Magnetococcaceae|g__Magnetococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Proteobacteria|c__Zetaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
